id,uuid,observed_on,obs_year,obs_month,quality_grade,license,latitude,longitude,positional_accuracy,coordinates_obscured,place_country_name,place_state_name,place_admin1_name,species_guess,scientific_name,common_name,taxon_genus_name,taxon_species_name,host_plant,Data_Category,num_identification_agreements,num_identification_disagreements,url,image_url,taxon_resolution,has_host_plant,is_research_grade,has_coords,coord_reliable
66643584,0b2c2500-66ce-4f99-b242-70d53e67b552,2020-12-13,2020,12,research,CC-BY-NC,25.68900342,55.90605602,122.0,False,United Arab Emirates,Ras Al Khaymah,Ras Al Khaymah,Dacus longistylus,Dacus longistylus,,Dacus,Dacus longistylus,Calotropis procera,Interaction Study,2,0,https://www.inaturalist.org/observations/66643584,https://static.inaturalist.org/photos/107481107/medium.jpg,species,True,True,True,True
66652128,956adab3-e14c-444c-9082-689dd9a2e69d,2020-12-16,2020,12,research,CC-BY-NC,1.316290466,103.8167975,2.0,False,Singapore,Central,Central,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/66652128,https://inaturalist-open-data.s3.amazonaws.com/photos/107495909/medium.jpeg,species,False,True,True,True
66692339,11c4183d-3480-464b-95b6-c6210fa070d0,2020-12-17,2020,12,research,CC-BY-NC,23.55618827,120.4279463,65.0,False,Taiwan,Taiwan,Taiwan,æ±æ–¹æžœå¯¦è …,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/66692339,https://inaturalist-open-data.s3.amazonaws.com/photos/107570810/medium.jpg,species,False,True,True,True
66720432,3cfadf44-3fb3-4f51-801f-98ee97fb50d1,2020-12-18,2020,12,needs_id,,25.00334722,121.5189139,,False,Taiwan,New Taipei,New Taipei,Dacini,Dacini,,,,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/66720432,https://static.inaturalist.org/photos/107622574/medium.jpeg,genus_or_higher,False,False,True,True
66720572,32bfc913-886d-4203-94b3-5450b0a8aa8b,2020-11-27,2020,11,needs_id,CC-BY-NC,-15.36985702,28.31575452,46.0,False,Zambia,Lusaka,Lusaka,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/66720572,https://inaturalist-open-data.s3.amazonaws.com/photos/107622840/medium.jpeg,genus_or_higher,False,False,True,True
66734319,e441b1cb-6b74-4a27-afbf-9df31d320069,2020-12-18,2020,12,research,CC-BY-NC,1.316325609,103.8168125,4.0,False,Singapore,Central,Central,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/66734319,https://inaturalist-open-data.s3.amazonaws.com/photos/107646744/medium.jpeg,species,False,True,True,True
66766676,90128cb2-f369-4f21-b97d-5f3bbe3a67c5,2020-12-19,2020,12,needs_id,CC-BY-NC,-6.880903222,108.4951553,,False,Indonesia,Jawa Barat,Jawa Barat,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/66766676,https://inaturalist-open-data.s3.amazonaws.com/photos/107781269/medium.jpeg,genus_or_higher,False,False,True,True
66771361,978ee74c-db5d-4410-be92-6984ebc69b3d,2020-12-19,2020,12,needs_id,,13.19555658,77.43268085,8.0,True,India,Karnataka,Karnataka,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/66771361,https://static.inaturalist.org/photos/107716366/medium.jpeg,genus_or_higher,False,False,True,False
66781319,07cdef19-a8ce-4d01-b153-50db8373e385,2020-12-17,2020,12,needs_id,CC-BY,12.99015087,77.6624018,263.0,False,India,Karnataka,Karnataka,Bactrocera,Bactrocera,,Bactrocera,,Cucurbitaceae,Interaction Study,1,0,https://www.inaturalist.org/observations/66781319,https://inaturalist-open-data.s3.amazonaws.com/photos/107734940/medium.jpeg,genus_or_higher,True,False,True,True
66815527,7385406a-c2fe-4823-be82-1b2fcc1a525e,2020-12-20,2020,12,needs_id,,16.77758943,96.14227086,65.0,False,Myanmar,Yangon,Yangon,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/66815527,https://inaturalist-open-data.s3.amazonaws.com/photos/107798543/medium.jpg,genus_or_higher,False,False,True,True
66908323,44054b53-1d39-4b63-8d8f-b1a88bdfd146,2020-12-20,2020,12,research,CC-BY-NC,-27.5541264,152.9102236,,False,Australia,Queensland,Queensland,Cucumber Fruit Fly,Zeugodacus cucumis,Cucumber Fruit Fly,Zeugodacus,Zeugodacus cucumis,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/66908323,https://inaturalist-open-data.s3.amazonaws.com/photos/107971156/medium.jpg,species,False,True,True,True
66999114,fef721f7-160f-4d68-b5e6-d51126d68ff9,2020-12-24,2020,12,needs_id,,2.235285648,102.2796511,2104.0,False,Malaysia,Melaka,Melaka,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/66999114,https://static.inaturalist.org/photos/108139432/medium.jpeg,genus_or_higher,False,False,True,True
67040627,a39f748d-d52c-44cf-8538-22b7fb2502eb,2020-05-29,2020,5,research,CC-BY-NC,1.330689795,103.7814442,8.0,False,Singapore,Central,Central,Bactrocera hochii,Bactrocera hochii,,Bactrocera,Bactrocera hochii,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67040627,https://inaturalist-open-data.s3.amazonaws.com/photos/108210982/medium.jpeg,species,False,True,True,True
67076556,eeceed16-20b2-4342-9c84-7024fbfbfb6d,2020-05-30,2020,5,research,CC-BY-NC,1.330661302,103.7814,4.0,False,Singapore,Central,Central,Bactrocera hochii,Bactrocera hochii,,Bactrocera,Bactrocera hochii,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67076556,https://inaturalist-open-data.s3.amazonaws.com/photos/108281261/medium.jpeg,species,False,True,True,True
67124255,afced2d6-6b70-4a25-b0ca-1269b37a67a8,2020-12-22,2020,12,research,CC-BY-NC,-33.9415103,151.2435663,,False,Australia,New South Wales,New South Wales,Fruit Flies,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67124255,https://inaturalist-open-data.s3.amazonaws.com/photos/108371399/medium.jpg,species,False,True,True,True
67191965,b23f11c3-d8eb-4ef4-969b-7e3bc315d8a3,2020-12-28,2020,12,needs_id,,-6.887135057,109.4257251,2502.0,False,Indonesia,Jawa Tengah,Jawa Tengah,Bactrocera,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,0,0,https://www.inaturalist.org/observations/67191965,https://static.inaturalist.org/photos/108498548/medium.jpeg,species,False,False,True,True
67272540,84b70761-692a-4ff5-9c26-de49f5b0483e,2020-12-29,2020,12,research,CC0,21.644105,-158.0567472,64.0,False,United States,Hawaii,Hawaii,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67272540,https://inaturalist-open-data.s3.amazonaws.com/photos/108648988/medium.jpg,species,False,True,True,True
67280035,231084a2-21da-495c-b978-432358cf8d10,2020-12-29,2020,12,needs_id,,22.35174653,114.0970835,,False,Hong Kong,Kwai Tsing,Kwai Tsing,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/67280035,https://static.inaturalist.org/photos/108662754/medium.jpg,genus_or_higher,False,False,True,True
67290471,14690920-7a86-4247-ae78-af2635d4aca4,2016-11-16,2016,11,research,CC-BY-NC,-10.5799169,142.2193906,8245.0,False,Australia,Queensland,Queensland,Mango Fruit Fly,Bactrocera frauenfeldi,Mango Fruit Fly,Bactrocera,Bactrocera frauenfeldi,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67290471,https://inaturalist-open-data.s3.amazonaws.com/photos/108682519/medium.jpg,species,False,True,True,True
67296362,b1b07c41-d110-44f1-add4-e312b6c055f0,2020-12-26,2020,12,research,CC-BY-NC,37.8389921,-122.587399,66.0,True,United States,California,California,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,3,0,https://www.inaturalist.org/observations/67296362,https://inaturalist-open-data.s3.amazonaws.com/photos/108693235/medium.jpeg,species,True,True,True,False
67298286,27bc9eb7-70a5-4262-af44-274b0a8fd9d6,2020-12-30,2020,12,needs_id,CC-BY-NC,-34.1444055,18.43394167,8.0,False,South Africa,Western Cape,Western Cape,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67298286,https://inaturalist-open-data.s3.amazonaws.com/photos/108696932/medium.jpg,genus_or_higher,False,False,True,True
67340947,12446b31-c8e3-4c54-9bf0-dc53304d1cbd,2020-12-31,2020,12,research,,-27.50350675,153.029496,46.0,False,Australia,Queensland,Queensland,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67340947,https://static.inaturalist.org/photos/108777943/medium.jpg,species,False,True,True,True
67398515,3bb334cd-82d2-4f23-a4e0-da3cfd67e3d8,2021-01-01,2021,1,needs_id,CC-BY-NC,22.3908295,113.9725126,7870.0,False,Hong Kong,Tuen Mun,Tuen Mun,Zeugodacus,Zeugodacus,,Zeugodacus,,Unknown,Occurrence Only,3,0,https://www.inaturalist.org/observations/67398515,https://inaturalist-open-data.s3.amazonaws.com/photos/108884284/medium.jpg,genus_or_higher,False,False,True,True
67403607,30bdc5b6-d03d-4c0b-8197-ea48505df364,2020-12-12,2020,12,research,CC-BY-NC,35.5327197,24.05787671,487.0,False,Greece,Crete,Crete,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,3,0,https://www.inaturalist.org/observations/67403607,https://inaturalist-open-data.s3.amazonaws.com/photos/108892328/medium.jpg,species,True,True,True,True
67436541,c9cc5805-824d-4fec-90d2-83923b259ee6,2021-01-02,2021,1,research,CC-BY,-26.90817561,152.7569156,,False,Australia,Queensland,Queensland,Solanum Fruit Fly,Bactrocera cacuminata,Solanum Fruit Fly,Bactrocera,Bactrocera cacuminata,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/67436541,https://inaturalist-open-data.s3.amazonaws.com/photos/108954131/medium.jpeg,species,False,True,True,True
67502080,abbeff02-f97d-431d-bffd-b179ead85380,2021-01-02,2021,1,research,CC-BY-NC,21.63079167,-158.0485528,,False,United States,Hawaii,Hawaii,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,3,0,https://www.inaturalist.org/observations/67502080,https://inaturalist-open-data.s3.amazonaws.com/photos/109074648/medium.jpeg,species,False,True,True,True
67538607,cf15204d-ab7d-488a-9b4e-cd7aa7299ea7,2020-12-29,2020,12,needs_id,,-8.814421556,13.27724006,158.0,False,Angola,Luanda,Luanda,Bactrocera,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/67538607,https://static.inaturalist.org/photos/109142290/medium.jpeg,species,False,False,True,True
67547200,49f4b61d-1037-4941-b1f4-80026007d1a2,2021-01-04,2021,1,needs_id,CC-BY-NC,13.76983333,121.0621889,,False,Philippines,Batangas,Batangas,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,0,0,https://www.inaturalist.org/observations/67547200,https://inaturalist-open-data.s3.amazonaws.com/photos/109158267/medium.jpg,genus_or_higher,False,False,True,True
67607475,71b2a2ee-afdb-4204-922f-8d0ffad540d8,2021-01-01,2021,1,needs_id,CC-BY,23.7247565,120.4209399,,False,Taiwan,Taiwan,Taiwan,èƒŒå¯¡æ¯›å¯¦è …å±¬,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67607475,https://inaturalist-open-data.s3.amazonaws.com/photos/109348574/medium.jpeg,genus_or_higher,False,False,True,True
67669263,3ac3147d-b594-455d-bbfc-c25f8e93836b,2021-01-03,2021,1,needs_id,CC-BY-NC,19.1803872,72.9670016,199.0,False,India,Maharashtra,Maharashtra,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67669263,https://inaturalist-open-data.s3.amazonaws.com/photos/109388787/medium.jpeg,genus_or_higher,False,False,True,True
67672963,08480873-f1c7-403f-957f-6df0435d470d,2020-08-10,2020,8,research,CC-BY-NC,41.49025924,1.956545153,1340.0,False,Spain,CataluÃ±a,CataluÃ±a,Bactrocera oleae,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,1,0,https://www.inaturalist.org/observations/67672963,https://inaturalist-open-data.s3.amazonaws.com/photos/109396258/medium.jpg,species,True,True,True,True
67782100,5e9fde44-c26b-40f8-a134-8a18e9c9bf93,2021-01-09,2021,1,research,CC-BY-NC,-27.45551628,153.1062092,65.0,True,Australia,Queensland,Queensland,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/67782100,https://inaturalist-open-data.s3.amazonaws.com/photos/109603363/medium.jpg,species,False,True,True,False
67830690,ce1e541a-77ca-4f00-8a77-d04d72a04a12,2020-12-08,2020,12,needs_id,,-7.195578083,108.3576965,,False,Indonesia,Jawa Barat,Jawa Barat,Bactrocera,Bactrocera umbrosa,,Bactrocera,Bactrocera umbrosa,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/67830690,https://static.inaturalist.org/photos/109692876/medium.jpeg,species,False,False,True,True
67849328,92de50bf-c7a0-409a-91d9-81b6ead9e53f,2012-06-06,2012,6,needs_id,,4.366813363,18.58418945,1158.0,False,Central African Republic,Bangui,Bangui,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/67849328,https://static.inaturalist.org/photos/109723582/medium.jpeg,genus_or_higher,False,False,True,True
67933751,760ee6dd-ba83-4380-8d46-ab7891ab3287,2021-01-10,2021,1,research,CC-BY,-33.79670386,150.6781816,4.0,False,Australia,New South Wales,New South Wales,Bactrocera tryoni,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/67933751,https://inaturalist-open-data.s3.amazonaws.com/photos/109886527/medium.jpeg,species,False,True,True,True
67992963,fc3acba6-8081-4027-afb3-a69136e4a4ff,2020-07-25,2020,7,needs_id,CC-BY-NC,18.79061927,98.98586305,28.0,False,Thailand,Chiang Mai,Chiang Mai,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/67992963,https://inaturalist-open-data.s3.amazonaws.com/photos/109993752/medium.jpeg,genus_or_higher,False,False,True,True
68005567,4f0e9ab0-ed3b-471b-aa29-ada5f2c11025,2021-01-13,2021,1,needs_id,CC-BY-NC,-15.75378333,34.98932167,8.0,False,Malawi,Blantyre,Blantyre,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68005567,https://inaturalist-open-data.s3.amazonaws.com/photos/110016869/medium.jpg,genus_or_higher,False,False,True,True
68057606,6a25518c-16d0-48dc-9f13-b6c5a614c59b,2021-01-14,2021,1,needs_id,,19.21466758,72.84596235,65.0,False,India,Maharashtra,Maharashtra,,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,0,0,https://www.inaturalist.org/observations/68057606,https://static.inaturalist.org/photos/185324340/medium.jpg,genus_or_higher,False,False,True,True
68095540,9e75866c-d0aa-4ed0-ba63-8c79d7c8a867,2021-01-15,2021,1,needs_id,CC-BY-NC,-15.762945,34.99382833,12.0,False,Malawi,Blantyre,Blantyre,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/68095540,https://inaturalist-open-data.s3.amazonaws.com/photos/110177489/medium.jpg,genus_or_higher,False,False,True,True
68103112,1947f88c-cccd-4212-8661-0a0c0d7338b4,2021-01-15,2021,1,research,,1.444369788,103.7812348,2.0,False,Singapore,North,North,Bactrocera hochii,Bactrocera hochii,,Bactrocera,Bactrocera hochii,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/68103112,https://static.inaturalist.org/photos/110191812/medium.jpeg,species,False,True,True,True
68133529,c869b315-dd20-4b08-a755-a7c95578a5ad,2021-01-16,2021,1,research,,-28.19423647,153.539303,2681.0,False,Australia,New South Wales,New South Wales,Cucumber Fruit Fly,Zeugodacus cucumis,Cucumber Fruit Fly,Zeugodacus,Zeugodacus cucumis,Unknown,Occurrence Only,3,1,https://www.inaturalist.org/observations/68133529,https://static.inaturalist.org/photos/110248546/medium.jpeg,species,False,True,True,True
68140322,38d5beda-050e-4bf6-a70a-0a9b98f09321,2021-01-16,2021,1,needs_id,,11.08635382,76.02446795,2131.0,False,India,Kerala,Kerala,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68140322,https://static.inaturalist.org/photos/110261278/medium.jpeg,genus_or_higher,False,False,True,True
68142260,30c84992-0ee0-4f62-abb7-b6e81e9098c4,2021-01-13,2021,1,needs_id,CC-BY-NC,19.1942624,72.9716543,205.0,False,India,Maharashtra,Maharashtra,Dacini,Dacini,,,,Unknown,Occurrence Only,3,1,https://www.inaturalist.org/observations/68142260,https://inaturalist-open-data.s3.amazonaws.com/photos/110263837/medium.jpg,genus_or_higher,False,False,True,True
68143009,6c18044a-751a-48ce-80e6-08ac4fb830ac,2021-01-16,2021,1,needs_id,CC0,-18.25254978,32.01092105,446.0,False,Zimbabwe,Manicaland,Manicaland,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68143009,https://inaturalist-open-data.s3.amazonaws.com/photos/110265488/medium.jpeg,genus_or_higher,False,False,True,True
68143540,140a47bb-247f-468b-8e2e-876a836a6dc9,2020-12-13,2020,12,needs_id,,,,18.0,True,,,,,Zeugodacus scutellatus,,Zeugodacus,Zeugodacus scutellatus,Unknown,Occurrence Only,0,0,https://www.inaturalist.org/observations/68143540,https://static.inaturalist.org/photos/110266613/medium.jpg,species,False,False,False,False
68182807,1ec48400-be9b-47db-9bdc-ea60614b42a6,2021-01-17,2021,1,research,CC-BY,-27.52194444,152.9877778,,False,Australia,Queensland,Queensland,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68182807,https://inaturalist-open-data.s3.amazonaws.com/photos/110338294/medium.jpeg,species,False,True,True,True
68281526,60bd7d1c-70da-4687-8e29-b289939696a0,2021-01-18,2021,1,research,CC-BY-NC,39.17215001,26.49434272,8.0,False,Greece,Voreio Aigaio,Aegean,olive fruit fly,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,1,0,https://www.inaturalist.org/observations/68281526,https://inaturalist-open-data.s3.amazonaws.com/photos/110524032/medium.jpeg,species,True,True,True,True
68353669,d8d8b7be-b6b7-40ce-8d96-24b9ff684e56,2021-01-19,2021,1,needs_id,CC-BY,24.18704959,120.6213413,155.0,False,Taiwan,Taichung,Taichung,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68353669,https://inaturalist-open-data.s3.amazonaws.com/photos/110656386/medium.jpeg,genus_or_higher,False,False,True,True
68395088,e55ccda4-08b9-458d-b454-3138cf475a9b,2021-01-21,2021,1,needs_id,CC-BY-NC,-8.64494667,115.1313388,30.0,False,Indonesia,Bali,Bali,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,4,1,https://www.inaturalist.org/observations/68395088,https://inaturalist-open-data.s3.amazonaws.com/photos/110735560/medium.jpg,genus_or_higher,False,False,True,True
68395169,4254fdb2-e217-4ec7-bcbc-e7c13ed90b6b,2021-01-21,2021,1,research,CC-BY,-27.03295367,152.8895079,20.0,True,Australia,Queensland,Queensland,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/68395169,https://inaturalist-open-data.s3.amazonaws.com/photos/110735663/medium.jpeg,species,False,True,True,False
68469326,918c5e86-5750-4fcd-9e56-aec8ce6d8dc3,2021-01-22,2021,1,research,CC-BY-NC,-31.11910015,150.8980575,10.0,False,Australia,New South Wales,New South Wales,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/68469326,https://inaturalist-open-data.s3.amazonaws.com/photos/110872922/medium.jpg,species,False,True,True,True
68478093,2ed92b1c-62ae-4062-acb1-3cd5ed409a51,2021-01-23,2021,1,needs_id,,13.022068,80.16773287,20.0,False,India,Tamil Nadu,Tamil Nadu,Bactrocera,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68478093,https://static.inaturalist.org/photos/110890253/medium.jpeg,genus_or_higher,False,False,True,True
68531986,8b10809b-0479-45c2-9f28-4ef25a04b164,2021-01-24,2021,1,needs_id,CC-BY,2.869422916,101.9174886,,True,Malaysia,Negeri Sembilan,Negeri Sembilan,Bactrocera,Bactrocera umbrosa,,Bactrocera,Bactrocera umbrosa,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68531986,https://inaturalist-open-data.s3.amazonaws.com/photos/110992359/medium.jpeg,species,False,False,True,False
68574763,405ada6f-0bfd-418e-9e96-ce6edce5a51f,2021-01-24,2021,1,needs_id,CC-BY-NC,38.39882167,-122.900445,5.0,False,United States,California,California,,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,0,0,https://www.inaturalist.org/observations/68574763,https://inaturalist-open-data.s3.amazonaws.com/photos/111073743/medium.jpg,species,True,False,True,True
68586673,31deaad5-1e0b-4857-ac45-1804e8c2e65a,2021-01-25,2021,1,needs_id,,-6.32386844,106.6870492,135.0,False,Indonesia,Banten,Banten,Queensland Fruit Fly,Bactrocera,,Bactrocera,,Unknown,Occurrence Only,4,0,https://www.inaturalist.org/observations/68586673,https://static.inaturalist.org/photos/111096576/medium.jpeg,genus_or_higher,False,False,True,True
68596889,adf36d11-4324-491b-b723-caec485067da,2021-01-18,2021,1,needs_id,CC-BY-NC,1.303425,103.7714917,1414.0,False,Singapore,Central,Central,Bactrocera,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68596889,https://inaturalist-open-data.s3.amazonaws.com/photos/111117033/medium.jpg,species,False,False,True,True
68670860,192db250-bc6e-467e-89c8-1ac3d496657e,2021-01-25,2021,1,research,CC-BY-NC,-26.38033071,153.0287999,2.0,False,Australia,Queensland,Queensland,Cucumber Fruit Fly,Zeugodacus cucumis,Cucumber Fruit Fly,Zeugodacus,Zeugodacus cucumis,Unknown,Occurrence Only,3,0,https://www.inaturalist.org/observations/68670860,https://inaturalist-open-data.s3.amazonaws.com/photos/111255157/medium.png,species,False,True,True,True
68680732,a1fd8f5f-2442-47dc-95cd-0f38db759350,2020-10-05,2020,10,research,,31.75658272,119.6051134,15.0,False,China,Jiangsu,Jiangsu,Zeugodacus scutellatus,Zeugodacus scutellatus,,Zeugodacus,Zeugodacus scutellatus,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68680732,https://static.inaturalist.org/photos/111273226/medium.jpeg,species,False,True,True,True
68692085,17ab4415-8fa0-4d91-8893-1716f40136d9,2018-11-25,2018,11,needs_id,CC-BY-NC,13.12272007,103.1935822,31.0,False,Cambodia,BatdÃ¢mbÃ¢ng,BatdÃ¢mbÃ¢ng,Melon Fly,Bactrocera cucurbitae,Melon Fly,Bactrocera,Bactrocera cucurbitae,Cucurbitaceae,Interaction Study,1,0,https://www.inaturalist.org/observations/68692085,https://inaturalist-open-data.s3.amazonaws.com/photos/111294202/medium.jpeg,species,True,False,True,True
68800145,29b96da3-c094-406d-aa14-886c6c50437f,2021-01-30,2021,1,needs_id,CC-BY-NC,1.348542135,103.7641991,205.0,False,Singapore,West,West,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Spathiphyllum sp.,Interaction Study,1,0,https://www.inaturalist.org/observations/68800145,https://inaturalist-open-data.s3.amazonaws.com/photos/111493866/medium.jpeg,species,True,False,True,True
68800156,25b06cbf-e0cb-4cc9-b9af-53465055853c,2021-01-30,2021,1,needs_id,CC-BY-NC,1.348542135,103.7641991,205.0,False,Singapore,West,West,Bactrocera,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Spathiphyllum sp.,Interaction Study,1,0,https://www.inaturalist.org/observations/68800156,https://inaturalist-open-data.s3.amazonaws.com/photos/111493887/medium.jpeg,species,True,False,True,True
68825726,1c92862f-7c46-4df4-a352-ecdbce970716,2010-10-13,2010,10,research,CC-BY-NC,37.97062362,12.55857868,4.0,False,Italy,Sicily,Sicily,Bactrocera oleae,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,4,0,https://www.inaturalist.org/observations/68825726,https://inaturalist-open-data.s3.amazonaws.com/photos/111540121/medium.jpg,species,True,True,True,True
68833780,0a7b1959-83be-4d77-b8cd-716d8059885c,2014-04-05,2014,4,research,CC-BY-NC,36.79867166,127.1226671,153.0,False,South Korea,Chungcheongnam-do,Chungcheongnam-do,Zeugodacus scutellatus,Zeugodacus scutellatus,,Zeugodacus,Zeugodacus scutellatus,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68833780,https://inaturalist-open-data.s3.amazonaws.com/photos/111554984/medium.jpg,species,False,True,True,True
68854620,cecbbd05-1014-45ff-9305-ecdaf4e3d3ca,2020-07-05,2020,7,research,CC-BY-NC,1.316325767,103.8168008,4.0,False,Singapore,Central,Central,Oriental Fruit Fly,Bactrocera dorsalis,Oriental Fruit Fly,Bactrocera,Bactrocera dorsalis,Unknown,Occurrence Only,1,0,https://www.inaturalist.org/observations/68854620,https://inaturalist-open-data.s3.amazonaws.com/photos/111593098/medium.jpeg,species,False,True,True,True
68859041,b90530a8-8933-4228-b3ea-a007f6a0c8cf,2020-10-03,2020,10,research,CC-BY-NC,45.69885995,9.676444866,9.0,False,Italy,Lombardia,Lombardia,mosca dell'olivo,Bactrocera oleae,olive fruit fly,Bactrocera,Bactrocera oleae,Olea europaea,Interaction Study,2,0,https://www.inaturalist.org/observations/68859041,https://inaturalist-open-data.s3.amazonaws.com/photos/141979695/medium.jpeg,species,True,True,True,True
68904006,56d90a46-5893-41ac-84e2-f0bfe748961c,2021-02-01,2021,2,research,CC-BY-NC-SA,-30.50042137,151.6685614,16.0,False,Australia,New South Wales,New South Wales,Queensland Fruit Fly,Bactrocera tryoni,Queensland Fruit Fly,Bactrocera,Bactrocera tryoni,Unknown,Occurrence Only,2,0,https://www.inaturalist.org/observations/68904006,https://inaturalist-open-data.s3.amazonaws.com/photos/111685532/medium.jpeg,species,False,True,True,True
